,uniqueID,site,plot,quad,date,ind,buds,flrs,fruits,herb,melt_date
1085,LV3 P1 QNA #89,LV3,1,NA,8/5/18,89,0,0,3,0,5/17/18
1520,LVTR2 PNA QNA #37,LVTR2,NA,NA,7/10/18,37,78,32,5,2,6/1/18
1087,LV3 P1 QNA #90,LV3,1,NA,7/1/18,90,NA,NA,NA,0,5/17/18
1592,LVTR2 PNA QNA #49,LVTR2,NA,NA,7/10/18,49,13,0,0,2,6/1/18
51,LV1 P1 QNA #19-1-3,LV1,1,NA,7/18/18,19-1-3,2,0,2,2,6/20/18
315,LV1 P2 QNA #0-12,LV1,2,NA,7/18/18,0-12,15,NA,NA,2,6/20/18
1091,LV3 P1 QNA #90,LV3,1,NA,8/5/18,90,NA,NA,NA,0,5/17/18
1092,LV3 P1 QNA #90,LV3,1,NA,8/27/18,90,NA,NA,NA,0,5/17/18
1093,LV3 P1 QNA #91,LV3,1,NA,7/1/18,91,NA,NA,NA,0,5/17/18
1094,LV3 P1 QNA #91,LV3,1,NA,7/10/18,91,4,3,4,0,5/17/18
1095,LV3 P1 QNA #91,LV3,1,NA,7/18/18,91,0,0,5,0,5/17/18
1096,LV3 P1 QNA #91,LV3,1,NA,7/27/18,91,NA,NA,5,NA,5/17/18
1097,LV3 P1 QNA #91,LV3,1,NA,8/5/18,91,0,0,5,0,5/17/18
1098,LV3 P1 QNA #91,LV3,1,NA,8/27/18,91,NA,NA,NA,0,5/17/18
1099,LV3 P1 QNA #92,LV3,1,NA,7/1/18,92,NA,NA,NA,0,5/17/18
1100,LV3 P1 QNA #92,LV3,1,NA,7/10/18,92,NA,NA,NA,0,5/17/18
1101,LV3 P1 QNA #92,LV3,1,NA,7/18/18,92,NA,NA,NA,0,5/17/18
1102,LV3 P1 QNA #92,LV3,1,NA,7/27/18,92,NA,NA,NA,NA,5/17/18
1103,LV3 P1 QNA #92,LV3,1,NA,8/5/18,92,NA,NA,NA,0,5/17/18
339,LV1 P2 QNA #0-4,LV1,2,NA,7/18/18,0-4,54,0,0,2,6/20/18
1105,LV3 P1 QNA #93,LV3,1,NA,7/1/18,93,NA,NA,NA,0,5/17/18
537,LV1 P2 QNA #3-2,LV1,2,NA,7/18/18,2-Mar,13,3,0,2,6/20/18
723,LV2 P1 QNA #71,LV2,1,NA,7/18/18,71,0,0,5,2,5/29/18
741,LV2 P1 QNA #74,LV2,1,NA,7/18/18,74,0,0,1,2,5/29/18
771,LV2 P2 QNA #16,LV2,2,NA,7/18/18,16,21,4,1,2,5/21/18
867,LV2 P2 QNA #55,LV2,2,NA,7/18/18,55,15,5,0,2,5/21/18
1111,LV3 P1 QNA #94,LV3,1,NA,7/1/18,94,NA,NA,NA,0,5/17/18
1112,LV3 P1 QNA #94,LV3,1,NA,7/10/18,94,14,13,21,0,5/17/18
1113,LV3 P1 QNA #94,LV3,1,NA,7/18/18,94,2,0,21,0,5/17/18
1114,LV3 P1 QNA #94,LV3,1,NA,7/27/18,94,NA,NA,21,NA,5/17/18
1115,LV3 P1 QNA #94,LV3,1,NA,8/5/18,94,0,0,21,0,5/17/18
1116,LV3 P1 QNA #94,LV3,1,NA,8/27/18,94,NA,NA,NA,0,5/17/18
1117,LV3 P1 QNA #95,LV3,1,NA,7/1/18,95,NA,NA,NA,0,5/17/18
1118,LV3 P1 QNA #95,LV3,1,NA,7/10/18,95,12,6,11,0,5/17/18
885,LV2 P2 QNA #58,LV2,2,NA,7/18/18,58,12,NA,NA,2,5/21/18
1120,LV3 P1 QNA #95,LV3,1,NA,7/27/18,95,NA,NA,5,NA,5/17/18
915,LV2 P2 QNA #63,LV2,2,NA,7/18/18,63,NA,NA,NA,2,5/21/18
1122,LV3 P1 QNA #95,LV3,1,NA,8/27/18,95,NA,NA,NA,0,5/17/18
1123,LV3 P1 QNA #96,LV3,1,NA,7/1/18,96,NA,NA,NA,0,5/17/18
1124,LV3 P1 QNA #96,LV3,1,NA,7/10/18,96,21,9,18,0,5/17/18
1125,LV3 P1 QNA #96,LV3,1,NA,7/18/18,96,10,2,31,0,5/17/18
1126,LV3 P1 QNA #96,LV3,1,NA,7/27/18,96,NA,NA,28,NA,5/17/18
1127,LV3 P1 QNA #96,LV3,1,NA,8/5/18,96,0,0,28,0,5/17/18
1128,LV3 P1 QNA #96,LV3,1,NA,8/27/18,96,NA,NA,NA,0,5/17/18
1129,LV3 P1 QNA #97,LV3,1,NA,7/1/18,97,NA,NA,NA,0,5/17/18
957,LV3 P1 Q0 #1-1,LV3,1,0,7/18/18,1-Jan,0,0,3,2,5/17/18
999,LV3 P1 QNA #100,LV3,1,NA,7/18/18,100,0,0,5,2,5/17/18
1132,LV3 P1 QNA #97,LV3,1,NA,7/27/18,97,NA,NA,NA,NA,5/17/18
1133,LV3 P1 QNA #97,LV3,1,NA,8/5/18,97,NA,NA,NA,0,5/17/18
1134,LV3 P1 QNA #97,LV3,1,NA,8/27/18,97,NA,NA,NA,0,5/17/18
1135,LV3 P1 QNA #98,LV3,1,NA,7/1/18,98,NA,NA,NA,0,5/17/18
1136,LV3 P1 QNA #98,LV3,1,NA,7/10/18,98,NA,NA,NA,NA,5/17/18
1137,LV3 P1 QNA #98,LV3,1,NA,7/18/18,98,NA,NA,NA,0,5/17/18
1138,LV3 P1 QNA #98,LV3,1,NA,7/27/18,98,NA,NA,NA,NA,5/17/18
1139,LV3 P1 QNA #98,LV3,1,NA,8/5/18,98,NA,NA,NA,0,5/17/18
1023,LV3 P1 QNA #79,LV3,1,NA,7/18/18,79,9,9,8,2,5/17/18
1141,LV3 P1 QNA #99,LV3,1,NA,7/1/18,99,NA,NA,NA,0,5/17/18
1142,LV3 P1 QNA #99,LV3,1,NA,7/10/18,99,NA,NA,NA,0,5/17/18
1143,LV3 P1 QNA #99,LV3,1,NA,7/18/18,99,NA,NA,NA,0,5/17/18
1144,LV3 P1 QNA #99,LV3,1,NA,7/27/18,99,NA,NA,NA,NA,5/17/18
1145,LV3 P1 QNA #99,LV3,1,NA,8/5/18,99,NA,NA,NA,0,5/17/18
1146,LV3 P1 QNA #99,LV3,1,NA,8/27/18,99,NA,NA,NA,0,5/17/18
1147,LV3 P1.5 QNA #51,LV3,1.5,NA,7/1/18,51,NA,NA,NA,0,5/3/18
1148,LV3 P1.5 QNA #51,LV3,1.5,NA,7/10/18,51,NA,NA,NA,0,5/3/18
1149,LV3 P1.5 QNA #51,LV3,1.5,NA,7/18/18,51,NA,NA,NA,0,5/3/18
1150,LV3 P1.5 QNA #51,LV3,1.5,NA,7/27/18,51,NA,NA,NA,NA,5/3/18
1151,LV3 P1.5 QNA #51,LV3,1.5,NA,8/5/18,51,NA,NA,NA,0,5/3/18
1152,LV3 P1.5 QNA #51,LV3,1.5,NA,8/27/18,51,NA,NA,NA,0,5/3/18
1153,LV3 P1.5 QNA #52,LV3,1.5,NA,7/1/18,52,NA,NA,NA,0,5/3/18
1154,LV3 P1.5 QNA #52,LV3,1.5,NA,7/10/18,52,NA,NA,NA,0,5/3/18
1155,LV3 P1.5 QNA #52,LV3,1.5,NA,7/18/18,52,NA,NA,NA,0,5/3/18
1156,LV3 P1.5 QNA #52,LV3,1.5,NA,7/27/18,52,NA,NA,NA,NA,5/3/18
1157,LV3 P1.5 QNA #52,LV3,1.5,NA,8/5/18,52,NA,NA,NA,0,5/3/18
1158,LV3 P1.5 QNA #52,LV3,1.5,NA,8/27/18,52,NA,NA,NA,0,5/3/18
1159,LV3 P1.5 QNA #53,LV3,1.5,NA,7/1/18,53,NA,NA,NA,0,5/3/18
1160,LV3 P1.5 QNA #53,LV3,1.5,NA,7/10/18,53,NA,NA,NA,0,5/3/18
1161,LV3 P1.5 QNA #53,LV3,1.5,NA,7/18/18,53,NA,NA,NA,0,5/3/18
1162,LV3 P1.5 QNA #53,LV3,1.5,NA,7/27/18,53,NA,NA,NA,NA,5/3/18
1163,LV3 P1.5 QNA #53,LV3,1.5,NA,8/5/18,53,NA,NA,NA,0,5/3/18
1164,LV3 P1.5 QNA #53,LV3,1.5,NA,8/27/18,53,NA,NA,NA,0,5/3/18
1165,LV3 P1.5 QNA #54,LV3,1.5,NA,7/1/18,54,NA,NA,NA,0,5/3/18
1166,LV3 P1.5 QNA #54,LV3,1.5,NA,7/10/18,54,NA,NA,NA,0,5/3/18
1167,LV3 P1.5 QNA #54,LV3,1.5,NA,7/18/18,54,NA,NA,NA,0,5/3/18
1168,LV3 P1.5 QNA #54,LV3,1.5,NA,7/27/18,54,NA,NA,NA,NA,5/3/18
1169,LV3 P1.5 QNA #54,LV3,1.5,NA,8/5/18,54,NA,NA,NA,0,5/3/18
1077,LV3 P1 QNA #88,LV3,1,NA,7/18/18,88,2,2,16,2,5/17/18
1171,LV3 P1.5 QNA #55,LV3,1.5,NA,7/1/18,55,NA,NA,NA,0,5/3/18
1172,LV3 P1.5 QNA #55,LV3,1.5,NA,7/10/18,55,0,0,7,0,5/3/18
1173,LV3 P1.5 QNA #55,LV3,1.5,NA,7/18/18,55,3,0,8,0,5/3/18
1174,LV3 P1.5 QNA #55,LV3,1.5,NA,7/27/18,55,NA,NA,NA,NA,5/3/18
1175,LV3 P1.5 QNA #55,LV3,1.5,NA,8/5/18,55,NA,NA,NA,0,5/3/18
1176,LV3 P1.5 QNA #55,LV3,1.5,NA,8/27/18,55,NA,NA,NA,0,5/3/18
1177,LV3 P1.5 QNA #56,LV3,1.5,NA,7/1/18,56,NA,NA,NA,0,5/3/18
1178,LV3 P1.5 QNA #56,LV3,1.5,NA,7/10/18,56,3,1,5,0,5/3/18
1179,LV3 P1.5 QNA #56,LV3,1.5,NA,7/18/18,56,3,0,5,0,5/3/18
1180,LV3 P1.5 QNA #56,LV3,1.5,NA,7/27/18,56,NA,NA,5,NA,5/3/18
1181,LV3 P1.5 QNA #56,LV3,1.5,NA,8/5/18,56,0,0,6,0,5/3/18
1182,LV3 P1.5 QNA #56,LV3,1.5,NA,8/27/18,56,NA,NA,NA,0,5/3/18
1183,LV3 P1.5 QNA #57,LV3,1.5,NA,7/1/18,57,NA,NA,NA,0,5/3/18
1184,LV3 P1.5 QNA #57,LV3,1.5,NA,7/10/18,57,5,2,13,0,5/3/18
1185,LV3 P1.5 QNA #57,LV3,1.5,NA,7/18/18,57,1,0,12,0,5/3/18
1186,LV3 P1.5 QNA #57,LV3,1.5,NA,7/27/18,57,NA,NA,NA,NA,5/3/18
1187,LV3 P1.5 QNA #57,LV3,1.5,NA,8/5/18,57,0,0,5,0,5/3/18
1188,LV3 P1.5 QNA #57,LV3,1.5,NA,8/27/18,57,NA,NA,NA,0,5/3/18
1189,LV3 P1.5 QNA #58,LV3,1.5,NA,7/1/18,58,NA,NA,NA,0,5/3/18
1190,LV3 P1.5 QNA #58,LV3,1.5,NA,7/10/18,58,NA,NA,NA,0,5/3/18
1191,LV3 P1.5 QNA #58,LV3,1.5,NA,7/18/18,58,NA,NA,NA,0,5/3/18
1192,LV3 P1.5 QNA #58,LV3,1.5,NA,7/27/18,58,NA,NA,NA,NA,5/3/18
1193,LV3 P1.5 QNA #58,LV3,1.5,NA,8/5/18,58,NA,NA,NA,0,5/3/18
1194,LV3 P1.5 QNA #58,LV3,1.5,NA,8/27/18,58,NA,NA,NA,0,5/3/18
1195,LV3 P1.5 QNA #59,LV3,1.5,NA,7/1/18,59,NA,NA,NA,0,5/3/18
1196,LV3 P1.5 QNA #59,LV3,1.5,NA,7/10/18,59,NA,NA,NA,0,5/3/18
1197,LV3 P1.5 QNA #59,LV3,1.5,NA,7/18/18,59,NA,NA,NA,0,5/3/18
1198,LV3 P1.5 QNA #59,LV3,1.5,NA,7/27/18,59,NA,NA,NA,NA,5/3/18
1199,LV3 P1.5 QNA #59,LV3,1.5,NA,8/5/18,59,NA,NA,NA,0,5/3/18
1200,LV3 P1.5 QNA #59,LV3,1.5,NA,8/27/18,59,NA,NA,NA,0,5/3/18
1201,LV3 P1.5 QNA #60,LV3,1.5,NA,7/1/18,60,NA,NA,NA,0,5/3/18
1202,LV3 P1.5 QNA #60,LV3,1.5,NA,7/10/18,60,6,5,3,0,5/3/18
1203,LV3 P1.5 QNA #60,LV3,1.5,NA,7/18/18,60,0,0,7,0,5/3/18
1204,LV3 P1.5 QNA #60,LV3,1.5,NA,7/27/18,60,4,3,3,NA,5/3/18
1205,LV3 P1.5 QNA #60,LV3,1.5,NA,8/5/18,60,0,0,2,0,5/3/18
1206,LV3 P1.5 QNA #60,LV3,1.5,NA,8/27/18,60,4,1,4,0,5/3/18
1207,LV3 P1.5 QNA #61,LV3,1.5,NA,7/1/18,61,NA,NA,NA,0,5/3/18
1208,LV3 P1.5 QNA #61,LV3,1.5,NA,7/10/18,61,7,2,8,0,5/3/18
1131,LV3 P1 QNA #97,LV3,1,NA,7/18/18,97,11,4,8,2,5/17/18
1210,LV3 P1.5 QNA #61,LV3,1.5,NA,7/27/18,61,NA,NA,12,NA,5/3/18
1211,LV3 P1.5 QNA #61,LV3,1.5,NA,8/5/18,61,0,0,12,0,5/3/18
1212,LV3 P1.5 QNA #61,LV3,1.5,NA,8/27/18,61,NA,NA,NA,0,5/3/18
1213,LV3 P1.5 QNA #62,LV3,1.5,NA,7/1/18,62,NA,NA,NA,0,5/3/18
1214,LV3 P1.5 QNA #62,LV3,1.5,NA,7/10/18,62,5,3,NA,0,5/3/18
1215,LV3 P1.5 QNA #62,LV3,1.5,NA,7/18/18,62,3,3,4,2,5/3/18
1216,LV3 P1.5 QNA #62,LV3,1.5,NA,7/27/18,62,NA,NA,5,NA,5/3/18
1217,LV3 P1.5 QNA #62,LV3,1.5,NA,8/5/18,62,0,0,5,0,5/3/18
1218,LV3 P1.5 QNA #62,LV3,1.5,NA,8/27/18,62,NA,NA,NA,0,5/3/18
1219,LV3 P1.5 QNA #63,LV3,1.5,NA,7/1/18,63,NA,NA,NA,0,5/3/18
1220,LV3 P1.5 QNA #63,LV3,1.5,NA,7/10/18,63,NA,NA,NA,0,5/3/18
1221,LV3 P1.5 QNA #63,LV3,1.5,NA,7/18/18,63,NA,NA,NA,0,5/3/18
1222,LV3 P1.5 QNA #63,LV3,1.5,NA,7/27/18,63,NA,NA,NA,NA,5/3/18
1223,LV3 P1.5 QNA #63,LV3,1.5,NA,8/5/18,63,NA,NA,NA,0,5/3/18
1224,LV3 P1.5 QNA #63,LV3,1.5,NA,8/27/18,63,NA,NA,NA,0,5/3/18
1225,LV3 P1.5 QNA #64,LV3,1.5,NA,7/1/18,64,NA,NA,NA,0,5/3/18
1239,LV3 P1.5 QNA #66,LV3,1.5,NA,7/18/18,66,5,0,7,2,5/3/18
1359,LVTR1 PNA QNA #35,LVTR1,NA,NA,7/18/18,35,6,2,3,2,6/1/18
1389,LVTR1 PNA QNA #40,LVTR1,NA,NA,7/18/18,40,17,4,0,2,6/1/18
1395,LVTR1 PNA QNA #41,LVTR1,NA,NA,7/18/18,41,8,12,75,2,6/1/18
1230,LV3 P1.5 QNA #64,LV3,1.5,NA,8/27/18,64,NA,NA,NA,0,5/3/18
1231,LV3 P1.5 QNA #65,LV3,1.5,NA,7/1/18,65,NA,NA,NA,0,5/3/18
1461,LVTR2 PNA QNA #27,LVTR2,NA,NA,7/18/18,27,27,6,0,2,6/1/18
1467,LVTR2 PNA QNA #28,LVTR2,NA,NA,7/18/18,28,24,2,23,2,6/1/18
1234,LV3 P1.5 QNA #65,LV3,1.5,NA,7/27/18,65,NA,NA,NA,NA,5/3/18
1527,LVTR2 PNA QNA #38,LVTR2,NA,NA,7/18/18,38,25,16,15,2,6/1/18
1236,LV3 P1.5 QNA #65,LV3,1.5,NA,8/27/18,65,NA,NA,NA,0,5/3/18
1237,LV3 P1.5 QNA #66,LV3,1.5,NA,7/1/18,66,NA,NA,NA,0,5/3/18
22,LV1 P1 QNA #13-1,LV1,1,NA,7/27/18,13-1,NA,NA,6,2,6/20/18
34,LV1 P1 QNA #19-1,LV1,1,NA,7/27/18,19-1,NA,NA,5,2,6/20/18
1240,LV3 P1.5 QNA #66,LV3,1.5,NA,7/27/18,66,NA,NA,NA,NA,5/3/18
70,LV1 P1 QNA #19-2,LV1,1,NA,7/27/18,19-2,5,4,12,2,6/20/18
1242,LV3 P1.5 QNA #66,LV3,1.5,NA,8/27/18,66,NA,NA,NA,0,5/3/18
1243,LV3 P1.5 QNA #67,LV3,1.5,NA,7/1/18,67,NA,NA,NA,0,5/3/18
1244,LV3 P1.5 QNA #67,LV3,1.5,NA,7/10/18,67,14,8,15,0,5/3/18
1245,LV3 P1.5 QNA #67,LV3,1.5,NA,7/18/18,67,9,0,13,0,5/3/18
1246,LV3 P1.5 QNA #67,LV3,1.5,NA,7/27/18,67,NA,NA,13,NA,5/3/18
1247,LV3 P1.5 QNA #67,LV3,1.5,NA,8/5/18,67,0,0,13,0,5/3/18
1248,LV3 P1.5 QNA #67,LV3,1.5,NA,8/27/18,67,NA,NA,NA,0,5/3/18
1249,LV3 P1.5 QNA #68,LV3,1.5,NA,7/1/18,68,NA,NA,NA,0,5/3/18
130,LV1 P1 QNA #24-1-1,LV1,1,NA,7/27/18,24-1-1,NA,NA,NA,2,6/20/18
1251,LV3 P1.5 QNA #68,LV3,1.5,NA,7/18/18,68,5,2,7,0,5/3/18
154,LV1 P1 QNA #24-1-5,LV1,1,NA,7/27/18,24-1-5,NA,NA,NA,2,6/20/18
178,LV1 P1 QNA #24-6,LV1,1,NA,7/27/18,24-6,4,2,5,2,6/20/18
1254,LV3 P1.5 QNA #68,LV3,1.5,NA,8/27/18,68,NA,NA,NA,0,5/3/18
1255,LV3 P1.5 QNA #69,LV3,1.5,NA,7/1/18,69,NA,NA,NA,0,5/3/18
196,LV1 P1 QNA #38-2,LV1,1,NA,7/27/18,38-2,NA,NA,NA,2,6/20/18
202,LV1 P1 QNA #38-3,LV1,1,NA,7/27/18,38-3,NA,NA,NA,2,6/20/18
1258,LV3 P1.5 QNA #69,LV3,1.5,NA,7/27/18,69,NA,NA,NA,NA,5/3/18
1259,LV3 P1.5 QNA #69,LV3,1.5,NA,8/5/18,69,NA,NA,NA,0,5/3/18
340,LV1 P2 QNA #0-4,LV1,2,NA,7/27/18,0-4,NA,NA,NA,2,6/20/18
1261,LV3 P1.5 QNA #70,LV3,1.5,NA,7/1/18,70,NA,NA,NA,0,5/3/18
1262,LV3 P1.5 QNA #70,LV3,1.5,NA,7/10/18,70,0,1,13,0,5/3/18
1263,LV3 P1.5 QNA #70,LV3,1.5,NA,7/18/18,70,3,0,11,0,5/3/18
1264,LV3 P1.5 QNA #70,LV3,1.5,NA,7/27/18,70,NA,NA,NA,NA,5/3/18
1265,LV3 P1.5 QNA #70,LV3,1.5,NA,8/5/18,70,0,0,11,0,5/3/18
1266,LV3 P1.5 QNA #70,LV3,1.5,NA,8/27/18,70,NA,NA,NA,0,5/3/18
1267,LV3 P1.5 QNA #71,LV3,1.5,NA,7/1/18,71,NA,NA,NA,0,5/3/18
346,LV1 P2 QNA #0-5,LV1,2,NA,7/27/18,0-5,NA,NA,12,2,6/20/18
376,LV1 P2 QNA #0-9-1,LV1,2,NA,7/27/18,0-9-1,5,1,21,2,6/20/18
1270,LV3 P1.5 QNA #71,LV3,1.5,NA,7/27/18,71,NA,NA,NA,NA,5/3/18
1271,LV3 P1.5 QNA #71,LV3,1.5,NA,8/5/18,71,NA,NA,NA,0,5/3/18
1272,LV3 P1.5 QNA #71,LV3,1.5,NA,8/27/18,71,NA,NA,NA,0,5/3/18
1273,LV3 P1.5 QNA #72,LV3,1.5,NA,7/1/18,72,NA,NA,NA,0,5/3/18
418,LV1 P2 QNA #12-1-2,LV1,2,NA,7/27/18,12/1/02,NA,NA,NA,2,6/20/18
490,LV1 P2 QNA #2-5,LV1,2,NA,7/27/18,5-Feb,3,NA,2,2,6/20/18
496,LV1 P2 QNA #20,LV1,2,NA,7/27/18,20,NA,NA,NA,2,6/20/18
538,LV1 P2 QNA #3-2,LV1,2,NA,7/27/18,2-Mar,NA,NA,3,2,6/20/18
856,LV2 P2 QNA #53,LV2,2,NA,7/27/18,53,1,NA,0,2,5/21/18
1279,LV3 P1.5 QNA #73,LV3,1.5,NA,7/1/18,73,NA,NA,NA,0,5/3/18
868,LV2 P2 QNA #55,LV2,2,NA,7/27/18,55,NA,NA,3,2,5/21/18
886,LV2 P2 QNA #58,LV2,2,NA,7/27/18,58,NA,NA,4,2,5/21/18
1282,LV3 P1.5 QNA #73,LV3,1.5,NA,7/27/18,73,NA,NA,NA,NA,5/3/18
898,LV2 P2 QNA #60,LV2,2,NA,7/27/18,60,NA,NA,NA,2,5/21/18
1284,LV3 P1.5 QNA #73,LV3,1.5,NA,8/27/18,73,NA,NA,NA,0,5/3/18
1285,LV3 P1.5 QNA #74,LV3,1.5,NA,7/1/18,74,NA,NA,NA,0,5/3/18
916,LV2 P2 QNA #63,LV2,2,NA,7/27/18,63,NA,NA,NA,2,5/21/18
1252,LV3 P1.5 QNA #68,LV3,1.5,NA,7/27/18,68,NA,NA,9,2,5/3/18
1288,LV3 P1.5 QNA #74,LV3,1.5,NA,7/27/18,74,NA,NA,NA,NA,5/3/18
1462,LVTR2 PNA QNA #27,LVTR2,NA,NA,7/27/18,27,18,13,7,2,6/1/18
1290,LV3 P1.5 QNA #74,LV3,1.5,NA,8/27/18,74,NA,NA,NA,0,5/3/18
1291,LV3 P1.5 QNA #75,LV3,1.5,NA,7/1/18,75,NA,NA,NA,0,5/3/18
1486,LVTR2 PNA QNA #31,LVTR2,NA,NA,7/27/18,31,NA,NA,31,2,6/1/18
1504,LVTR2 PNA QNA #34,LVTR2,NA,NA,7/27/18,34,NA,NA,28,2,6/1/18
1294,LV3 P1.5 QNA #75,LV3,1.5,NA,7/27/18,75,NA,NA,NA,NA,5/3/18
1510,LVTR2 PNA QNA #35,LVTR2,NA,NA,7/27/18,35,NA,NA,30,2,6/1/18
1296,LV3 P1.5 QNA #75,LV3,1.5,NA,8/27/18,75,NA,NA,NA,0,5/3/18
1303,LVTR1 PNA QNA #26,LVTR1,NA,NA,7/1/18,26,7,NA,NA,0,6/1/18
1304,LVTR1 PNA QNA #26,LVTR1,NA,NA,7/10/18,26,8,0,0,0,6/1/18
1305,LVTR1 PNA QNA #26,LVTR1,NA,NA,7/18/18,26,5,7,0,0,6/1/18
1306,LVTR1 PNA QNA #26,LVTR1,NA,NA,7/27/18,26,NA,NA,3,NA,6/1/18
1307,LVTR1 PNA QNA #26,LVTR1,NA,NA,8/5/18,26,NA,NA,NA,0,6/1/18
1308,LVTR1 PNA QNA #26,LVTR1,NA,NA,8/27/18,26,NA,NA,NA,NA,6/1/18
1309,LVTR1 PNA QNA #27,LVTR1,NA,NA,7/1/18,27,NA,NA,NA,0,6/1/18
1310,LVTR1 PNA QNA #27,LVTR1,NA,NA,7/10/18,27,NA,NA,NA,0,6/1/18
1311,LVTR1 PNA QNA #27,LVTR1,NA,NA,7/18/18,27,NA,NA,NA,0,6/1/18
1312,LVTR1 PNA QNA #27,LVTR1,NA,NA,7/27/18,27,NA,NA,NA,NA,6/1/18
1313,LVTR1 PNA QNA #27,LVTR1,NA,NA,8/5/18,27,NA,NA,NA,0,6/1/18
1314,LVTR1 PNA QNA #27,LVTR1,NA,NA,8/27/18,27,NA,NA,NA,NA,6/1/18
1315,LVTR1 PNA QNA #28,LVTR1,NA,NA,7/1/18,28,24,0,NA,0,6/1/18
1316,LVTR1 PNA QNA #28,LVTR1,NA,NA,7/10/18,28,23,13,0,0,6/1/18
1317,LVTR1 PNA QNA #28,LVTR1,NA,NA,7/18/18,28,6,3,13,0,6/1/18
1318,LVTR1 PNA QNA #28,LVTR1,NA,NA,7/27/18,28,NA,NA,NA,NA,6/1/18
1319,LVTR1 PNA QNA #28,LVTR1,NA,NA,8/5/18,28,0,0,8,0,6/1/18
1320,LVTR1 PNA QNA #28,LVTR1,NA,NA,8/27/18,28,NA,NA,NA,NA,6/1/18
1321,LVTR1 PNA QNA #29,LVTR1,NA,NA,7/1/18,29,51,0,NA,0,6/1/18
1322,LVTR1 PNA QNA #29,LVTR1,NA,NA,7/10/18,29,57,22,0,0,6/1/18
1323,LVTR1 PNA QNA #29,LVTR1,NA,NA,7/18/18,29,15,17,36,0,6/1/18
1324,LVTR1 PNA QNA #29,LVTR1,NA,NA,7/27/18,29,NA,NA,NA,NA,6/1/18
1325,LVTR1 PNA QNA #29,LVTR1,NA,NA,8/5/18,29,0,0,33,0,6/1/18
1326,LVTR1 PNA QNA #29,LVTR1,NA,NA,8/27/18,29,NA,NA,NA,NA,6/1/18
1327,LVTR1 PNA QNA #30,LVTR1,NA,NA,7/1/18,30,21,0,NA,0,6/1/18
1328,LVTR1 PNA QNA #30,LVTR1,NA,NA,7/10/18,30,22,1,0,0,6/1/18
1329,LVTR1 PNA QNA #30,LVTR1,NA,NA,7/18/18,30,12,7,7,0,6/1/18
1330,LVTR1 PNA QNA #30,LVTR1,NA,NA,7/27/18,30,NA,NA,NA,NA,6/1/18
1331,LVTR1 PNA QNA #30,LVTR1,NA,NA,8/5/18,30,0,0,7,0,6/1/18
1332,LVTR1 PNA QNA #30,LVTR1,NA,NA,8/27/18,30,NA,NA,NA,NA,6/1/18
1333,LVTR1 PNA QNA #31,LVTR1,NA,NA,7/1/18,31,14,0,NA,0,6/1/18
1334,LVTR1 PNA QNA #31,LVTR1,NA,NA,7/10/18,31,10,6,0,0,6/1/18
1335,LVTR1 PNA QNA #31,LVTR1,NA,NA,7/18/18,31,0,3,12,0,6/1/18
1336,LVTR1 PNA QNA #31,LVTR1,NA,NA,7/27/18,31,NA,NA,NA,NA,6/1/18
1337,LVTR1 PNA QNA #31,LVTR1,NA,NA,8/5/18,31,0,0,8,0,6/1/18
1338,LVTR1 PNA QNA #31,LVTR1,NA,NA,8/27/18,31,NA,NA,NA,NA,6/1/18
1339,LVTR1 PNA QNA #32,LVTR1,NA,NA,7/1/18,32,NA,NA,NA,0,6/1/18
1340,LVTR1 PNA QNA #32,LVTR1,NA,NA,7/10/18,32,NA,NA,NA,0,6/1/18
1341,LVTR1 PNA QNA #32,LVTR1,NA,NA,7/18/18,32,NA,NA,NA,0,6/1/18
1342,LVTR1 PNA QNA #32,LVTR1,NA,NA,7/27/18,32,NA,NA,NA,NA,6/1/18
1343,LVTR1 PNA QNA #32,LVTR1,NA,NA,8/5/18,32,NA,NA,NA,0,6/1/18
1344,LVTR1 PNA QNA #32,LVTR1,NA,NA,8/27/18,32,NA,NA,NA,NA,6/1/18
1345,LVTR1 PNA QNA #33,LVTR1,NA,NA,7/1/18,33,22,0,NA,0,6/1/18
1346,LVTR1 PNA QNA #33,LVTR1,NA,NA,7/10/18,33,NA,NA,NA,0,6/1/18
1347,LVTR1 PNA QNA #33,LVTR1,NA,NA,7/18/18,33,15,5,10,0,6/1/18
1348,LVTR1 PNA QNA #33,LVTR1,NA,NA,7/27/18,33,NA,NA,NA,NA,6/1/18
1349,LVTR1 PNA QNA #33,LVTR1,NA,NA,8/5/18,33,0,0,12,0,6/1/18
1350,LVTR1 PNA QNA #33,LVTR1,NA,NA,8/27/18,33,NA,NA,NA,NA,6/1/18
1351,LVTR1 PNA QNA #34,LVTR1,NA,NA,7/1/18,34,NA,NA,NA,0,6/1/18
1352,LVTR1 PNA QNA #34,LVTR1,NA,NA,7/10/18,34,24,14,0,0,6/1/18
1353,LVTR1 PNA QNA #34,LVTR1,NA,NA,7/18/18,34,NA,NA,NA,0,6/1/18
1354,LVTR1 PNA QNA #34,LVTR1,NA,NA,7/27/18,34,NA,NA,NA,NA,6/1/18
1355,LVTR1 PNA QNA #34,LVTR1,NA,NA,8/5/18,34,NA,NA,NA,0,6/1/18
1356,LVTR1 PNA QNA #34,LVTR1,NA,NA,8/27/18,34,NA,NA,NA,NA,6/1/18
